TransactionID,CustomerID,CardNumber,Timestamp,Time,Amount,MerchantCategory,MCC,TransactionType,City,State,Latitude,Longitude,Hour,DayOfWeek,DayOfMonth,TimeSinceLastTransaction,DistanceFromHome,TransactionsLast24H,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
TXN_00000001,CUST_1629,****-****-****-1269,2025-08-16 06:02:04.817675,20710847,165.29,ATM Withdrawal,6011,Purchase,Los Angeles,CA,33.981392,-118.39929,6,5,16,1055.99,36.88,2,0,-0.27239597049980896,-0.5913032150920309,-1.9521852214034443,-0.886998060729534,0.4241404190789904,2.189750287809187,-1.2599199663731557,-1.296501767480829,-1.5125955008388159,-1.636724991299341,1.2056914600814304,1.4946885753643797,0.1777558935804024,-0.4677127721408569,1.791143786862626,0.17390804165650472,1.0894367093604342,-0.5164489417218157,0.044243854223773756,-1.2373416454470463,0.6292489718935849,0.19093775077331573,-0.8945632324137842,-0.8811071495264614,1.6159585033387436,1.9716687504618164,-0.21313533666732123,0.06775357276216261
TXN_00000002,CUST_9320,****-****-****-7812,2025-02-05 23:36:06.687541,4185289,81.46,Cash Advance,6012,Withdrawal,Phoenix,AZ,33.375132,-112.023457,23,2,5,5172.06,79.93,2,0,1.0730873454103131,-0.16396087960192127,0.547215938057004,-0.9171598051960359,-0.03088763557158007,2.0034072671821046,0.9629655291141299,0.30762075545105183,-0.4489208276097959,0.06749853587500881,0.19756599017238208,0.4492284349197454,-1.0766605081776657,0.6684079609423651,-1.0895930982946527,1.631125852281872,-0.7716283224168784,0.29662831967617553,1.005142573278018,-0.2523800434644497,0.3406000190998585,1.4351815491900517,0.5644029878932662,0.35555062967435275,-1.684785394820462,-0.9337222527402227,1.046920127650012,0.5699503053413824
TXN_00000003,CUST_6592,****-****-****-2440,2025-07-06 06:44:45.557993,17171008,15.21,Online Retail,5999,Purchase,Chicago,IL,41.713726,-87.718316,6,6,6,5848.86,38.74,3,0,1.552561815489642,-0.6389617476895022,-1.3230897934074983,1.642015160136369,1.0098170893426341,-0.6881503451777238,2.2524358053443088,0.9817654869915943,-0.32483138350862245,-2.499405714873573,2.2909425725907417,-1.389572466763596,-1.6453987469568918,1.0225704320096403,2.439752406339273,1.3842728185105182,0.5639091200523596,0.594754341665286,0.8534155587803077,0.7589285897867651,0.2811914239693758,0.10420110395187607,-0.06259312789952241,-0.7539645888666763,-0.28067507686677406,-1.6929568141953855,-0.09833962679474989,-0.9885911071509175
TXN_00000004,CUST_8052,****-****-****-4654,2025-05-19 11:42:41.830402,13041684,18.11,ATM Withdrawal,6011,Refund,Jacksonville,FL,30.318773,-81.671622,11,0,19,7324.35,32.02,1,0,0.948939989837594,-0.6621125168244095,-0.822621415489101,-0.15034192258090356,-0.4616295902564609,1.152332608741504,-1.0017682785646547,0.06847136852867004,2.546048333404475,0.4130565337861825,0.5792901443048852,1.1606824956971251,-0.4629490654253594,-1.0814196287454039,0.17651127616274478,0.2654038283485373,-1.6182107947131612,0.37507191468277773,1.069850498701039,-0.9129480730240093,0.4355558483748133,0.8922636603701339,0.5866782085300805,0.6810062387415571,-0.24480024180630117,-1.127504337740596,-0.44714646238391303,-0.5860571018706248
TXN_00000005,CUST_2100,****-****-****-7652,2025-04-12 12:31:20.409533,9847803,27.1,Gas Stations,5542,Payment,San Jose,CA,37.2739,-122.018942,12,5,12,760.04,2.69,3,0,0.7527021485726273,0.66698040343816,-1.549531269578512,-0.6178126792566155,1.8964943831295615,1.7085463697668863,-0.4125246525171453,0.3899605860299014,1.204068018884884,0.6812961744204711,-0.2734642464548241,-0.7486353140363331,0.8681031429579297,1.1307033086145013,1.715701834394388,-1.687249423453071,-1.2531247882010523,1.1619236021470807,-1.5515305467501768,1.2385499549119328,-0.2149325059853921,-0.5209138193366847,0.20542859627146925,-1.3453684522354987,0.8240148305983517,1.6896369976946968,0.8705762158142415,-0.24650869255414082
TXN_00000006,CUST_4374,****-****-****-1207,2025-04-20 07:05:26.676853,10519449,11.73,Grocery Stores,5411,Purchase,New York,NY,40.630303,-73.989856,7,6,20,1822.08,38.8,4,0,-1.556006732773683,-1.821904732652354,-2.335572724166628,-0.4992972395719973,-0.7532982243385575,0.7893156118546,-0.6486625870488699,0.2733763479442672,0.8132965765830771,-0.6863190756491158,0.29805221010717553,1.0019275489551946,-1.2381627748055672,0.024852338244644202,-0.6820343831993144,-1.1744898824931385,-1.536451740490229,-1.1906485721787006,0.06002900575201227,-1.6108444555617467,-0.5507270240886372,0.8131944068528975,0.44901096341893587,-0.530507622938157,1.6896904133587238,1.8930364139116609,0.026122431539725762,-2.468542915884308
TXN_00000007,CUST_9984,****-****-****-5259,2025-03-06 21:59:17.197790,6685079,31.62,Online Retail,5999,Refund,Houston,TX,29.858507,-95.298573,21,3,6,4235.1,48.12,2,0,0.120225633434213,-1.0234193103506461,0.30172251268289835,0.2869174286723232,-0.11562211495745531,0.5102790105320711,0.9978127182640276,-0.06052052230630854,-1.051694888099702,-1.581257570919481,0.03611017533012821,0.24186670151354087,-0.969523889519979,0.7257668231630326,-0.45895688582457345,-1.6564328651711504,1.2564363423451892,1.1439879192021631,-2.015599436663098,-0.5626002816536924,-0.6015836814142763,1.6394886594175027,-0.09929271004165632,-1.4958781980554177,0.8821047822408783,-1.230775545766081,-0.26034049072176124,-0.7697688778808768
TXN_00000008,CUST_5517,****-****-****-4302,2025-03-10 03:15:09.097617,6963231,31.17,Education,8211,Refund,New York,NY,40.761864,-74.10879,3,0,10,489.77,100.0,2,0,0.8770787693505876,0.6735651431866999,1.7145270681937321,-1.0593855438091404,0.38035853038391626,-2.1738212562346977,-1.3169555740968584,-0.07485338593484707,0.418206612754536,-0.10181574202956956,-0.5671924188126782,-0.3894178774930377,1.3694409764241042,-0.38403217788014055,1.7492416220435278,0.7940170735411335,0.4575373461482303,-1.1935969103209956,0.9352381613996269,-0.49377057774849925,-1.1944397580056998,0.5128436130793774,-1.3879460605665397,-0.7622414621295822,-0.010115911468911394,2.2184214241147275,-0.6869157557924875,-0.45821651930057533
TXN_00000009,CUST_9616,****-****-****-7272,2025-07-31 16:22:25.594222,19365668,40.16,Online Retail,5999,Refund,Jacksonville,FL,30.434815,-81.626555,16,3,31,5491.75,12.93,2,0,-0.7306819638037806,0.3251767965290638,-0.1667240330868389,0.8089292004712981,-0.7104525498349515,-0.018349020904106537,1.3117839002075757,-0.9487218229211253,-2.161845461752631,0.36645716629797204,-0.2569544903534993,1.0108622403718392,-0.13051507989699376,-0.6043390715633118,-0.07581739581821335,1.0930685866132108,0.5753696271923753,-2.4339022565480346,0.18576749208677126,0.23576213240140492,-0.01824996520051934,-0.6108898915685892,1.1945318745064444,1.2440339481348617,-2.203160460825862,-0.7979594777414443,-0.14473065128572005,0.9485082037166699
TXN_00000010,CUST_9569,****-****-****-5285,2025-03-22 18:26:37.017730,8054719,56.53,Hotels,7011,Payment,Houston,TX,29.739266,-95.38154,18,5,22,717.03,2.77,2,0,-0.3085496016737873,0.6869464926472221,-0.07306896840707273,-1.067016586417876,-0.03677630569544812,-1.015213403145215,0.04098678977594188,0.8294739292314663,-1.0736290060021147,0.36427340580443873,-0.8290374583532079,0.20170055991654703,0.8602042420204842,-2.1295130741100414,-1.1144758268713455,-0.3689794451099221,0.31504048918161526,-0.1663833293583238,-0.045880781980918925,2.0429845253512564,-1.2124572788492276,1.1354850163627703,-0.3499781271544168,0.5494747924987342,2.1289465557455998,0.688678023685426,0.3724957097899999,1.5991223351493755
